# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       2.262516110897e+00       2.890801686194e+00       8.473274995095e+03       7.667963644502e-04       5.677004155292e+03       1.740069309184e+03       1.852131751827e+04       1.050959067970e+03       3.117379906811e-10       8.648305113537e-08       4.640734431904e-07       2.465911669767e-09       8.821447611920e-13       3.449766788309e-08       1.448526647811e-10       5.879766645341e-07       5.879766645341e-07      -3.434458885317e-08      -1.441208171875e-13       3.856401192658e-01       9.644049984197e-01 
       2.239790867286e+00       2.920680498193e+00       8.503058147227e+03       7.592680939276e-04       5.647221003160e+03       1.743081956364e+03       1.829581503159e+04       1.052146235963e+03       3.031426056566e-10       8.468840211864e-08       4.544432446997e-07       2.414722429694e-09       8.518616124232e-13       3.449766788309e-08       1.408587196642e-10       5.764880384565e-07       5.764880384565e-07      -3.434881557970e-08      -1.397375368655e-13       3.882476684739e-01       9.637539919187e-01 
       2.217223778847e+00       2.950855564059e+00       8.532927091085e+03       7.518230083185e-04       5.617352059302e+03       1.746024661460e+03       1.807227861934e+04       1.053332689535e+03       2.947841657115e-10       8.293098394242e-08       4.450128292199e-07       2.364595752097e-09       8.226176770183e-13       3.449766788309e-08       1.369748738204e-10       5.652378358371e-07       5.652378358371e-07      -3.435292558557e-08      -1.354892692652e-13       3.908710692942e-01       9.630903470360e-01 
       2.194813743310e+00       2.981329445315e+00       8.562881703012e+03       7.444602798376e-04       5.587397447375e+03       1.748896147412e+03       1.785069415421e+04       1.054518414278e+03       2.866561395713e-10       8.121002426269e-08       4.357780523049e-07       2.315509573205e-09       7.943773051533e-13       3.449766788309e-08       1.331980924174e-10       5.542211082559e-07       5.542211082559e-07      -3.435692209512e-08      -1.313718342793e-13       3.935103700876e-01       9.624138467951e-01 
       2.172559666078e+00       3.012104714384e+00       8.592921849960e+03       7.371790895131e-04       5.557357300427e+03       1.751695124870e+03       1.763104762132e+04       1.055703395537e+03       2.787521759908e-10       7.952476675795e-08       4.267348554864e-07       2.267442287699e-09       7.671060694677e-13       3.449766788309e-08       1.295254242756e-10       5.434330100154e-07       5.434330100154e-07      -3.436080824360e-08      -1.273811814781e-13       3.961656180184e-01       9.617242715109e-01 
       2.150460460170e+00       3.043183954283e+00       8.623047389301e+03       7.299786270898e-04       5.527231761086e+03       1.754420292197e+03       1.741332511750e+04       1.056887618409e+03       2.710660987916e-10       7.787447079688e-08       4.178792644904e-07       2.220372739167e-09       7.407707231668e-13       3.449766788309e-08       1.259539995622e-10       5.328687960079e-07       5.328687960079e-07      -3.436458707958e-08      -1.235133860825e-13       3.988368590130e-01       9.610213987977e-01 
       2.128515046172e+00       3.074569758300e+00       8.653258168635e+03       7.228580909326e-04       5.497020981752e+03       1.757070335486e+03       1.719751285054e+04       1.058071067741e+03       2.635919020367e-10       7.625841111275e-08       4.092073874906e-07       2.174280210774e-09       7.153391595595e-13       3.449766788309e-08       1.224810275491e-10       5.225238196268e-07       5.225238196268e-07      -3.436826156740e-08      -1.197646450616e-13       4.015241377182e-01       9.603050035814e-01 
       2.106722352180e+00       3.106264729659e+00       8.683554025592e+03       7.158166879319e-04       5.466725124795e+03       1.759643928579e+03       1.698359713843e+04       1.059253728125e+03       2.563237453379e-10       7.467587748479e-08       4.007154133980e-07       2.129144416117e-09       6.907803729814e-13       3.449766788309e-08       1.191037944324e-10       5.123935307217e-07       5.123935307217e-07      -3.437183458946e-08      -1.161312733516e-13       4.042274974582e-01       9.595748581124e-01 
       2.085081313751e+00       3.138271481168e+00       8.713934787639e+03       7.088536334080e-04       5.436344362748e+03       1.762139733081e+03       1.677156440863e+04       1.060435583894e+03       2.492559492925e-10       7.312617442598e-08       3.923996101859e-07       2.084945490274e-09       6.670644210569e-13       3.449766788309e-08       1.158196612119e-10       5.024734735957e-07       5.024734735957e-07      -3.437530894850e-08      -1.126097001923e-13       4.069469801912e-01       9.588307319818e-01 
       2.063590873852e+00       3.170592634861e+00       8.744400271877e+03       7.019681510185e-04       5.405878878509e+03       1.764556398392e+03       1.656140119735e+04       1.061616619124e+03       2.423829910461e-10       7.160862087747e-08       3.842563232500e-07       2.041663981038e-09       6.441623882534e-13       3.449766788309e-08       1.126260616292e-10       4.927592850443e-07       4.927592850443e-07      -3.437868736981e-08      -1.091964655782e-13       4.096826264653e-01       9.580723921402e-01 
       2.042249982804e+00       3.203230821622e+00       8.774950284846e+03       6.951594726643e-04       5.375328865541e+03       1.766892561731e+03       1.635309414876e+04       1.062796817623e+03       2.356994999772e-10       7.012254990919e-08       3.762819738021e-07       1.999280840336e-09       6.220463506841e-13       3.449766788309e-08       1.095205001632e-10       4.832466924349e-07       4.832466924349e-07      -3.438197250336e-08      -1.058882168185e-13       4.124344753730e-01       9.572996029183e-01 
       2.021057598237e+00       3.236188680794e+00       8.805584622314e+03       6.884268383980e-04       5.344694528073e+03       1.769146848174e+03       1.614663001429e+04       1.063976162936e+03       2.292002535014e-10       6.866730842683e-08       3.684730572974e-07       1.957777415823e-09       6.006893421164e-13       3.449766788309e-08       1.065005500794e-10       4.739315118267e-07       4.739315118267e-07      -3.438516692589e-08      -1.026817052052e-13       4.152025645060e-01       9.565121260507e-01 
       2.000012685036e+00       3.269468859775e+00       8.836303069080e+03       6.817694963322e-04       5.313976081307e+03       1.771317870692e+03       1.594199565190e+04       1.065154638336e+03       2.228801729905e-10       6.724225688475e-08       3.608261418940e-07       1.917135442654e-09       5.800653211448e-13       3.449766788309e-08       1.035638515344e-10       4.648096461290e-07       4.648096461290e-07      -3.438827314293e-08      -9.957378278443e-14       4.179869299083e-01       9.557097207024e-01 
       1.979114215291e+00       3.303074013605e+00       8.867105398765e+03       6.751867025485e-04       5.283173751622e+03       1.773404230192e+03       1.573917802531e+04       1.066332226826e+03       2.167343198049e-10       6.584676900496e-08       3.533378669453e-07       1.877337035427e-09       5.601491394883e-13       3.449766788309e-08       1.007081097323e-10       4.558770832983e-07       4.558770832983e-07      -3.439129359077e-08      -9.656139922769e-14       4.207876060291e-01       9.548921434986e-01 
       1.958361168247e+00       3.337006804526e+00       8.897991373605e+03       6.686777210079e-04       5.252287776782e+03       1.775404515566e+03       1.553816420329e+04       1.067508911131e+03       2.107578914344e-10       6.448023150186e-08       3.460049415225e-07       1.838364680291e-09       5.409165113735e-13       3.449766788309e-08       9.793109313115e-11       4.471298945723e-07       4.471298945723e-07      -3.439423063839e-08      -9.364159880105e-14       4.236046256744e-01       9.540591485561e-01 
       1.937752530256e+00       3.371269901544e+00       8.928960744240e+03       6.622418234611e-04       5.221318406147e+03       1.777317303746e+03       1.533894135893e+04       1.068684673699e+03       2.049462177464e-10       6.314204381273e-08       3.388241429686e-07       1.800201227226e-09       5.223439839674e-13       3.449766788309e-08       9.523063169975e-11       4.385642327411e-07       4.385642327411e-07      -3.439708658929e-08      -9.081151742805e-14       4.264380199589e-01       9.532104875198e-01 
       1.917287294727e+00       3.405865979957e+00       8.960013249508e+03       6.558782893600e-04       5.190265900878e+03       1.779141159755e+03       1.514149676889e+04       1.069859496696e+03       1.992947573370e-10       6.183161783376e-08       3.317923154819e-07       1.762829882470e-09       5.044089088220e-13       3.449766788309e-08       9.260461522219e-11       4.301763304538e-07       4.301763304538e-07      -3.439986368333e-08      -8.806837984397e-14       4.292878182557e-01       9.523459096003e-01 
       1.896964462074e+00       3.440797720887e+00       8.991148616229e+03       6.495864057697e-04       5.159130534158e+03       1.780874636779e+03       1.494581781266e+04       1.071033362004e+03       1.937990939823e-10       6.054837766163e-08       3.249063687293e-07       1.726234201122e-09       4.870894142988e-13       3.449766788309e-08       9.005099164899e-11       4.219624985608e-07       4.219624985608e-07      -3.440256409846e-08      -8.540949683866e-14       4.321540481466e-01       9.514651616165e-01 
       1.876783039675e+00       3.476067810782e+00       9.022366558991e+03       6.433654672814e-04       5.127912591396e+03       1.782516276228e+03       1.475189197186e+04       1.072206251219e+03       1.884549331884e-10       5.929175934041e-08       3.181632764881e-07       1.690398079879e-09       4.703643789361e-13       3.449766788309e-08       8.756776549380e-11       4.139191244902e-07       4.139191244902e-07      -3.440518995248e-08      -8.283226258491e-14       4.350367353709e-01       9.505679880402e-01 
       1.856742041815e+00       3.511678940908e+00       9.053666779941e+03       6.372147759255e-04       5.096612370446e+03       1.784064607810e+03       1.455970682949e+04       1.073378145647e+03       1.832580988355e-10       5.806121061367e-08       3.115600753159e-07       1.655305749943e-09       4.542134057309e-13       3.449766788309e-08       8.515299627435e-11       4.060426706578e-07       4.060426706578e-07      -3.440774330465e-08      -8.033415204992e-14       4.379359037739e-01       9.496541310455e-01 
       1.836840489646e+00       3.547633806827e+00       9.085048968566e+03       6.311336410859e-04       5.065230181821e+03       1.785518149613e+03       1.436925006917e+04       1.074549026300e+03       1.782045299158e-10       5.685619068182e-08       3.050938632484e-07       1.620941770059e-09       4.386167973002e-13       3.449766788309e-08       8.280479699623e-11       3.983296729103e-07       3.983296729103e-07      -3.441022615732e-08      -7.791271848721e-14       4.408515752542e-01       9.487233305604e-01 
       1.817077411134e+00       3.583935107854e+00       9.116512801477e+03       6.251213794145e-04       5.033766348910e+03       1.786875408185e+03       1.418050947444e+04       1.075718873897e+03       1.732902773597e-10       5.567616996441e-08       2.987617985239e-07       1.587291019715e-09       4.235555318947e-13       3.449766788309e-08       8.052133267862e-11       3.907767390011e-07       3.907767390011e-07      -3.441264045754e-08      -7.556559100641e-14       4.437837697111e-01       9.477753243234e-01 
       1.797451841014e+00       3.620585546505e+00       9.148057942193e+03       6.191773147469e-04       5.002221208194e+03       1.788134878626e+03       1.399347292802e+04       1.076887668858e+03       1.685115009507e-10       5.452062986739e-08       2.925610983343e-07       1.554338692464e-09       4.090112402337e-13       3.449766788309e-08       7.830081892051e-11       3.833805470972e-07       3.833805470972e-07      -3.441498809856e-08      -7.329047221861e-14       4.467325049907e-01       9.468098479427e-01 
       1.777962820746e+00       3.657587827920e+00       9.179684040922e+03       6.133007780178e-04       4.970595109465e+03       1.789295044680e+03       1.380812841107e+04       1.078055391306e+03       1.638644663251e-10       5.338906255523e-08       2.864890376027e-07       1.522070289403e-09       3.949661831338e-13       3.449766788309e-08       7.614152050657e-11       3.761378443172e-07       3.761378443172e-07      -3.441727092129e-08      -7.108513595484e-14       4.496977968313e-01       9.458266349604e-01 
       1.758609398461e+00       3.694944659275e+00       9.211390734346e+03       6.074911071781e-04       4.938888416041e+03       1.790354378839e+03       1.362446400244e+04       1.079222021058e+03       1.593455420541e-10       5.228097072769e-08       2.805429477847e-07       1.490471612780e-09       3.814032299047e-13       3.449766788309e-08       7.404175005135e-11       3.690454453004e-07       3.690454453004e-07      -3.441949071582e-08      -6.894742505548e-14       4.526796588088e-01       9.448254169197e-01 
       1.739390628925e+00       3.732658749178e+00       9.243177645399e+03       6.017476471117e-04       4.907101504988e+03       1.791311342448e+03       1.344246787795e+04       1.080387537627e+03       1.549511968063e-10       5.119586740129e-08       2.747202156969e-07       1.459528759728e-09       3.683058374848e-13       3.449766788309e-08       7.199986668091e-11       3.621002308045e-07       3.621002308045e-07      -3.442164922275e-08      -6.687524922831e-14       4.556781022807e-01       9.438059234372e-01 
       1.720305573485e+00       3.770732807044e+00       9.275044383049e+03       5.960697495538e-04       4.875234767338e+03       1.792164385816e+03       1.326212830964e+04       1.081551920220e+03       1.506779965890e-10       5.013327569528e-08       2.690182823673e-07       1.429228116143e-09       3.556580302922e-13       3.449766788309e-08       7.001427475076e-11       3.552991463332e-07       3.552991463332e-07      -3.442374813461e-08      -6.486658297312e-14       4.586931363303e-01       9.427678822785e-01 
       1.701353300027e+00       3.809169542457e+00       9.306990542083e+03       5.904567730088e-04       4.843288608304e+03       1.792911948339e+03       1.308343366502e+04       1.082715147735e+03       1.465226020648e-10       4.909272862207e-08       2.634346419114e-07       1.399556350677e-09       3.434443807660e-13       3.449766788309e-08       6.808342259913e-11       3.486392007919e-07       3.486392007919e-07      -3.442578909715e-08      -6.291946357082e-14       4.617247677094e-01       9.417110194383e-01 
       1.682532882930e+00       3.847971664511e+00       9.339015702882e+03       5.849080826692e-04       4.811263447505e+03       1.793552458619e+03       1.290637240637e+04       1.083877198756e+03       1.424817659426e-10       4.807376888196e-08       2.579668404306e-07       1.370500408863e-09       3.316499905743e-13       3.449766788309e-08       6.620580133468e-11       3.421174651718e-07       3.421174651718e-07      -3.442777371067e-08      -6.103198913502e-14       4.647730007813e-01       9.406350592259e-01 
       1.663843403025e+00       3.887141881139e+00       9.371119431206e+03       5.794230503359e-04       4.779159719181e+03       1.794084334595e+03       1.273093308994e+04       1.085038051557e+03       1.385523304406e-10       4.707594866223e-08       2.526124749338e-07       1.342047507360e-09       3.202604724671e-13       3.449766788309e-08       6.437994365749e-11       3.357310712606e-07       3.357310712606e-07      -3.442970353125e-08      -5.920231672408e-14       4.678378374631e-01       9.395397243533e-01 
       1.645283947543e+00       3.926682898420e+00       9.403301277976e+03       5.740010543375e-04       4.746977872411e+03       1.794505983685e+03       1.255710436523e+04       1.086197684093e+03       1.347312248187e-10       4.609882944025e-08       2.473691922814e-07       1.314185128318e-09       3.092619327498e-13       3.449766788309e-08       6.260442271268e-11       3.294772103805e-07       3.294772103805e-07      -3.443158007198e-08      -5.742866051190e-14       4.709192771667e-01       9.384247360299e-01 
       1.626853610077e+00       3.966597419871e+00       9.435560779057e+03       5.686414794513e-04       4.714718371330e+03       1.794815802922e+03       1.238487497423e+04       1.087356074005e+03       1.310154629795e-10       4.514198179084e-08       2.422346881509e-07       1.286901013861e-09       2.986409543586e-13       3.449766788309e-08       6.087785097557e-11       3.233531321526e-07       3.233531321526e-07      -3.443340480415e-08      -5.570929001549e-14       4.740173167404e-01       9.372898140605e-01 
       1.608551490539e+00       4.006888145721e+00       9.467897455038e+03       5.633437168248e-04       4.682381695349e+03       1.795012179109e+03       1.221423375067e+04       1.088513198614e+03       1.274021411353e-10       4.420498519747e-08       2.372067060245e-07       1.260183160682e-09       2.883845805154e-13       3.449766788309e-08       5.919887916754e-11       3.173561432860e-07       3.173561432860e-07      -3.443517915841e-08      -5.404252837756e-14       4.771319504097e-01       9.361346769487e-01 
       1.590376695109e+00       4.047557772166e+00       9.500310811020e+03       5.581071638970e-04       4.649968339367e+03       1.795093488969e+03       1.204516961929e+04       1.089669034919e+03       1.238884355390e-10       4.328742786748e-08       2.322830361971e-07       1.234019814756e-09       2.784802989430e-13       3.449766788309e-08       5.756619520186e-11       3.114836063932e-07       3.114836063932e-07      -3.443690452588e-08      -5.242675070257e-14       4.802631697173e-01       9.349590420049e-01 
       1.572328336202e+00       4.088608990612e+00       9.532800336400e+03       5.529312243211e-04       4.617478813987e+03       1.795058099312e+03       1.187767159503e+04       1.090823559599e+03       1.204716002780e-10       4.238890655111e-08       2.274615148054e-07       1.208399466156e-09       2.689160266214e-13       3.449766788309e-08       5.597852315845e-11       3.057329388292e-07       3.057329388292e-07      -3.443858225925e-08      -5.086038244434e-14       4.834109634629e-01       9.337626254594e-01 
       1.554405532415e+00       4.130044486893e+00       9.565365504654e+03       5.478153078872e-04       4.584913645732e+03       1.794904367200e+03       1.171172878230e+04       1.091976749009e+03       1.171489651288e-10       4.150902636426e-08       2.227400228768e-07       1.183310843982e-09       2.596800950669e-13       3.449766788309e-08       5.443462228706e-11       3.001016115555e-07       3.001016115555e-07      -3.444021367385e-08      -4.934189784381e-14       4.865753176433e-01       9.325451425808e-01 
       1.536607408494e+00       4.171866940474e+00       9.598005773134e+03       5.427588304457e-04       4.552273377252e+03       1.794630640126e+03       1.154733037423e+04       1.093128579179e+03       1.139179334706e-10       4.064740061496e-08       2.181164853978e-07       1.158742911394e-09       2.507612361150e-13       3.449766788309e-08       5.293328603778e-11       2.945871480267e-07       2.945871480267e-07      -3.444180004868e-08      -4.786981841533e-14       4.897562153912e-01       9.313063077987e-01 
       1.518933095283e+00       4.214079023644e+00       9.630720582850e+03       5.377612138313e-04       4.519558567537e+03       1.794235256188e+03       1.138446565184e+04       1.094279025813e+03       1.107759802564e-10       3.980365063340e-08       2.135888704027e-07       1.134684860749e-09       2.421485681918e-13       3.449766788309e-08       5.147334111834e-11       2.891871231014e-07       2.891871231014e-07      -3.444334262739e-08      -4.644271147995e-14       4.929536369144e-01       9.300458348325e-01 
       1.501381729691e+00       4.256683400678e+00       9.663509358265e+03       5.328218857876e-04       4.486769792122e+03       1.793716544287e+03       1.122312398334e+04       1.095428064291e+03       1.077206500404e-10       3.897740560550e-08       2.091551880802e-07       1.111126108836e-09       2.338315830548e-13       3.449766788309e-08       5.005364657741e-11       2.838991619743e-07       2.838991619743e-07      -3.444484261930e-08      -4.505918874423e-14       4.961675594344e-01       9.287634368249e-01 
       1.483952454640e+00       4.299682726993e+00       9.696371507089e+03       5.279402798917e-04       4.453907643298e+03       1.793072824312e+03       1.106329482331e+04       1.096575669661e+03       1.047495550593e-10       3.816830240999e-08       2.048134898988e-07       1.088056292214e-09       2.258001329892e-13       3.449766788309e-08       4.867309291313e-11       2.787209391321e-07       2.787209391321e-07      -3.444630120030e-08      -4.371790492328e-14       4.993979571252e-01       9.274588264807e-01 
       1.466644419035e+00       4.343079648281e+00       9.729306420080e+03       5.231158354798e-04       4.420972730307e+03       1.792302407347e+03       1.090496771192e+04       1.097721816647e+03       1.018603733667e-10       3.737598545877e-08       2.005618677507e-07       1.065465262645e-09       2.180444184425e-13       3.449766788309e-08       4.733060120623e-11       2.736501773297e-07       2.736501773297e-07      -3.444771951381e-08      -4.241755640645e-14       5.026448010516e-01       9.261317162115e-01 
       1.449456777714e+00       4.386876799626e+00       9.762313470837e+03       5.183479975734e-04       4.387965679550e+03       1.791403595881e+03       1.074813227415e+04       1.098866479642e+03       9.905084701877e-11       3.660010654066e-08       1.963984531127e-07       1.043343082623e-09       2.105549760836e-13       3.449766788309e-08       4.602512227702e-11       2.686846465884e-07       2.686846465884e-07      -3.444909867168e-08      -4.115687996459e-14       5.059080591076e-01       9.247818182851e-01 
       1.432388691410e+00       4.431076804606e+00       9.795392015606e+03       5.136362168057e-04       4.354887134781e+03       1.790374684013e+03       1.059277821901e+04       1.100009632711e+03       9.631878031042e-11       3.584032466833e-08       1.923214162259e-07       1.021680020996e-09       2.033226672703e-13       3.449766788309e-08       4.475563586569e-11       2.638221632145e-07       2.638221632145e-07      -3.445043975503e-08      -3.993465149729e-14       5.091876959549e-01       9.234088449809e-01 
       1.415439326715e+00       4.475682274375e+00       9.828541393089e+03       5.089799493484e-04       4.321737757298e+03       1.789213957684e+03       1.043889533873e+04       1.101151249590e+03       9.366203805939e-11       3.509630592849e-08       1.883289652906e-07       1.000466548676e-09       1.963386669135e-13       3.449766788309e-08       4.352114983511e-11       2.590605888387e-07       2.590605888387e-07      -3.445174381512e-08      -3.874968481922e-14       5.124836729609e-01       9.220125087505e-01 
       1.398607856032e+00       4.520695806731e+00       9.861760924249e+03       5.043786568395e-04       4.288518226138e+03       1.787919694899e+03       1.028647350795e+04       1.102291303685e+03       9.107854393814e-11       3.436772333509e-08       1.844193456792e-07       9.796933344435e-10       1.895944527220e-13       3.449766788309e-08       4.232069939565e-11       2.543978294752e-07       2.543978294752e-07      -3.445301187419e-08      -3.760083048399e-14       5.157959481374e-01       9.205925223840e-01 
       1.381893457541e+00       4.566119985164e+00       9.895049912124e+03       4.998318063109e-04       4.255229238262e+03       1.786490165961e+03       1.013550268295e+04       1.103429768075e+03       8.856627885150e-11       3.365425668562e-08       1.805908391652e-07       9.593512408343e-10       1.830817948167e-13       3.449766788309e-08       4.115334635138e-11       2.498318346000e-07       2.498318346000e-07      -3.445424492623e-08      -3.648697464464e-14       5.191244760789e-01       9.191485991818e-01 
       1.365295315158e+00       4.611957377894e+00       9.928407641649e+03       4.953388701173e-04       4.221871508738e+03       1.784923633714e+03       9.985972900815e+03       1.104566615508e+03       8.612327935913e-11       3.295559242039e-08       1.768417631678e-07       9.394313201154e-10       1.767927457006e-13       3.449766788309e-08       4.001817836703e-11       2.453605962491e-07       2.453605962491e-07      -3.445544393777e-08      -3.540703794946e-14       5.224692079016e-01       9.176804531323e-01 
       1.348812618494e+00       4.658210536886e+00       9.961833379472e+03       4.908993258652e-04       4.188445770915e+03       1.783218353791e+03       9.837874278604e+03       1.105701818405e+03       8.374763614140e-11       3.227142348473e-08       1.731704700124e-07       9.199248103422e-10       1.707196305727e-13       3.449766788309e-08       3.891430825512e-11       2.409821481349e-07       2.409821481349e-07      -3.445660984866e-08      -3.435997447211e-14       5.258300911820e-01       9.161877990942e-01 
       1.332444562821e+00       4.704881996851e+00       9.995326373785e+03       4.865126563420e-04       4.154952776602e+03       1.781372574865e+03       9.691197012561e+03       1.106835348862e+03       8.143749250759e-11       3.160144919402e-08       1.695753462065e-07       9.008231314994e-10       1.648550379746e-13       3.449766788309e-08       3.784087328284e-11       2.366945647809e-07       2.366945647809e-07      -3.445774357279e-08      -3.334477067501e-14       5.292070698964e-01       9.146703529856e-01 
       1.316190349024e+00       4.751974274238e+00       1.002888585415e+04       4.821783494461e-04       4.121393296233e+03       1.779384538913e+03       9.545931377268e+03       1.107967178645e+03       7.919104294522e-11       3.094537510154e-08       1.660548117308e-07       8.821178817208e-10       1.591918107567e-13       3.449766788309e-08       3.679703449793e-11       2.324959606746e-07       2.324959606746e-07      -3.445884599880e-08      -3.236044440479e-14       5.326000843605e-01       9.131278319779e-01 
       1.300049183574e+00       4.799489866203e+00       1.006251103136e+04       4.778958981178e-04       4.087768119031e+03       1.777252481479e+03       9.402067724818e+03       1.109097279197e+03       7.700653170935e-11       3.030291286906e-08       1.626073193443e-07       8.638008335883e-10       1.537230373549e-13       3.449766788309e-08       3.578197607316e-11       2.283844894378e-07       2.283844894378e-07      -3.445991799079e-08      -3.140604391909e-14       5.360090711695e-01       9.115599546954e-01 
       1.284020278481e+00       4.847431249566e+00       1.009620109722e+04       4.736648002698e-04       4.054078053164e+03       1.774974631950e+03       9.259596483972e+03       1.110225621640e+03       7.488225145074e-11       2.967378014013e-08       1.592313539048e-07       8.458639305084e-10       1.484420433664e-13       3.449766788309e-08       3.479490466897e-11       2.243583430146e-07       2.243583430146e-07      -3.446096038900e-08      -3.048064694346e-14       5.394339631384e-01       9.099664414206e-01 
       1.268102851260e+00       4.895800879757e+00       1.012995522449e+04       4.694845587188e-04       4.020323925899e+03       1.772549213835e+03       9.118508159321e+03       1.111352176769e+03       7.281654188186e-11       2.905770041596e-08       1.559254317025e-07       8.282992831627e-10       1.433423834145e-13       3.449766788309e-08       3.383504881354e-11       2.204157508754e-07       2.204157508754e-07      -3.446197401047e-08      -2.958335975759e-14       5.428746892435e-01       9.083470143048e-01 
       1.252296124893e+00       4.944601189741e+00       1.016377256664e+04       4.653546811176e-04       3.986506583743e+03       1.769974445049e+03       8.978793330427e+03       1.112476915062e+03       7.080778847968e-11       2.845440293393e-08       1.526880998082e-07       8.110991660333e-10       1.384178332913e-13       3.449766788309e-08       3.290165830006e-11       2.165549792381e-07       2.165549792381e-07      -3.446295964966e-08      -2.871331630990e-14       5.463311745640e-01       9.067013975842e-01 
       1.236599327791e+00       4.993834588941e+00       1.019765225780e+04       4.612746798874e-04       3.952626892587e+03       1.767248538204e+03       8.840442650971e+03       1.113599806680e+03       6.885442122415e-11       2.786362254855e-08       1.495179354348e-07       7.942560140002e-10       1.336623823715e-13       3.449766788309e-08       3.199400360054e-11       2.127743303052e-07       2.127743303052e-07      -3.446391807910e-08      -2.786967735961e-14       5.498033402246e-01       9.050293178008e-01 
       1.221011693759e+00       5.043503462134e+00       1.023159341255e+04       4.572440721510e-04       3.918685737833e+03       1.764369700909e+03       8.703446847891e+03       1.114720821467e+03       6.695491337154e-11       2.728509961493e-08       1.464135453116e-07       7.777624190091e-10       1.290702262848e-13       3.449766788309e-08       3.111137529585e-11       2.090721415173e-07       2.090721415173e-07      -3.446485004997e-08      -2.705162964546e-14       5.532911033388e-01       9.033305040300e-01 
       1.205532461954e+00       5.093610168348e+00       1.026559512587e+04       4.532623796662e-04       3.884684024517e+03       1.761336136071e+03       8.567796720507e+03       1.115839928954e+03       6.510778026152e-11       2.671857987469e-08       1.433735650723e-07       7.616111268087e-10       1.246357598407e-13       3.449766788309e-08       3.025308352138e-11       2.054467848206e-07       2.054467848206e-07      -3.446575629273e-08      -2.625838508023e-14       5.567943769530e-01       9.016046881114e-01 
       1.190160876855e+00       5.144157039741e+00       1.029965647295e+04       4.493291287595e-04       3.850622677434e+03       1.758146042204e+03       8.433483139648e+03       1.116957098363e+03       6.331157815717e-11       2.616381434420e-08       1.403966586551e-07       7.457950337559e-10       1.203535701952e-13       3.449766788309e-08       2.941845742806e-11       2.018966659517e-07       2.018966659517e-07      -3.446663751766e-08      -2.548917997024e-14       5.603130699920e-01       8.998516048864e-01 
       1.174896188225e+00       5.195146380466e+00       1.033377650915e+04       4.454438502612e-04       3.816502641236e+03       1.754797613743e+03       8.300497046774e+03       1.118072298607e+03       6.156490311692e-11       2.562055920513e-08       1.374815177158e-07       7.303071836872e-10       1.162184302522e-13       3.449766788309e-08       2.860684465820e-11       1.984202237355e-07       1.984202237355e-07      -3.446749441540e-08      -2.474327425915e-14       5.638470872049e-01       8.980709924398e-01 
       1.159737651069e+00       5.246580465535e+00       1.036795426985e+04       4.416060794400e-04       3.782324880541e+03       1.751289041365e+03       8.168829453080e+03       1.119185498300e+03       5.986638989761e-11       2.508857569730e-08       1.346268610524e-07       7.151407648554e-10       1.122252922912e-13       3.449766788309e-08       2.781761083577e-11       1.950159293984e-07       1.950159293984e-07      -3.446832765755e-08      -2.401995079512e-14       5.673963291126e-01       8.962625923466e-01 
       1.144684525608e+00       5.298461539663e+00       1.040218877037e+04       4.378153559388e-04       3.748090380018e+03       1.747618512310e+03       8.038471438605e+03       1.120296665751e+03       5.821471088782e-11       2.456763001376e-08       1.318314340421e-07       7.002891069294e-10       1.083692818132e-13       3.449766788309e-08       2.705013907075e-11       1.916822858959e-07       1.916822858959e-07      -3.446913789715e-08      -2.331851462082e-14       5.709606919563e-01       8.944261499229e-01 
       1.129736077236e+00       5.350791816112e+00       1.043647900591e+04       4.340712237108e-04       3.713800144475e+03       1.743784210715e+03       7.909414151333e+03       1.121405768977e+03       5.660857507051e-11       2.405749319800e-08       1.290940080901e-07       6.857456780575e-10       1.046456915984e-13       3.449766788309e-08       2.630382947714e-11       1.884178272538e-07       1.884178272538e-07      -3.446992576921e-08      -2.263829228546e-14       5.745400676476e-01       8.925614144825e-01 
       1.114891576487e+00       5.403573475519e+00       1.047082395146e+04       4.303732309558e-04       3.679455198931e+03       1.739784317947e+03       7.781648806281e+03       1.122512775701e+03       5.504672701436e-11       2.355794104332e-08       1.264133800892e-07       6.715040819901e-10       1.010499759663e-13       3.449766788309e-08       2.557809870425e-11       1.852211179233e-07       1.852211179233e-07      -3.447069189121e-08      -2.197863117810e-14       5.781343437196e-01       8.906681395963e-01 
